Framework,8,16,32,64,128,256
netty,19543,29766,36828,38317,40498,41251
laravel,406,408,402,394,386,385
kohana,581,576,574,563,553,547
play1,3019,2901,2525,2352,2193,2107
play1siena,8985,9237,9532,9780,9717,8905
fuel,397,397,394,389,380,374
slim,759,754,745,731,718,705
tornado,2230,2364,2428,2456,2437,2459
vertx,17180,24392,26665,28029,26899,27364
webgo,14148,14683,15108,14983,15092,15184
wicket,12319,13150,13209,13973,14067,13125
go,17178,25478,25819,25266,25088,24973
sinatra-ruby,675,925,942,939,925,927
sinatra-jruby,593,663,665,658,656,639
spring,10502,10603,10499,11263,11229,10483
phreeze,546,545,519,524,493,485
tapestry,11305,11356,11964,12055,11646,11168
finagle,18584,24337,25838,26494,25474,26156
lift-stateless,3626,4208,5048,5554,5677,5707
wsgi,3205,3379,3368,3370,3403,3387
cowboy,13871,15180,15602,15686,15392,15578
snap,6310,6900,7509,6387,6993,6875
cake,261,257,256,249,244,237
gemini,20217,27675,27738,27399,26314,26121
django,1360,1353,1354,1352,1338,1319
compojure,11443,12564,12977,13075,12860,12757
express,7765,7710,7825,7710,7711,7603
grails,4286,4493,4671,4753,4738,4652
nodejs,10069,10915,10667,11029,10953,11053
servlet,20479,26948,27931,28132,27872,26183
elli,9730,20902,19829,20454,20141,19884
play-scala,6737,8351,9543,10327,10772,10624
lithium,445,443,438,429,420,414
php,4359,4346,4325,4264,4259,4228
play,4363,4741,4987,5206,5411,5224
grizzly-jersey,12650,13831,14584,14955,15321,15631
rack-jruby,5274,5055,5171,5194,5188,4936
rack-ruby,5557,6860,7606,7064,7430,7465
rails-jruby,693,996,986,976,943,891
rails-ruby,983,985,983,976,972,979
django-stripped,2522,2536,2466,2498,2446,2448
symfony2,156,154,154,153,152,148
flask,2311,2413,2391,2380,2362,2321
codeigniter,648,663,651,651,629,613
yesod,11911,12893,14143,13883,14407,14503
http-kit,14676,17780,18406,18258,21072,22250
rails-stripped-jruby,976,1236,1227,1234,983,762
rails-stripped-ruby,1240,1250,1239,1230,1225,1234
silex,462,461,456,449,438,438
unfiltered,13811,20431,26079,29560,32449,36692
scalatra,10380,10895,10962,11290,11280,10507
