Framework,8,16,32,64,128,256
http-kit,6158,6149,6164,6187,6227,6041
kohana-raw,345,353,352,346,340,332
laravel-raw,292,292,289,286,278,270
codeigniter-raw,573,574,571,560,537,525
tornado-raw,1124,1142,1126,1138,1115,1089
play1,1466,1341,968,47,101,208
play1siena,2880,2625,2661,2632,2568,2585
fuel,259,255,255,253,250,239
slim,561,574,578,567,553,545
play-scala,2680,2985,3177,3235,3131,3123
vertx,5466,6450,6670,6633,6827,6734
wicket,4999,5433,5493,5565,5583,5133
go,1076,1030,1011,1010,1009,1007
sinatra-ruby,1020,1024,1011,1007,1019,1016
sinatra-jruby,372,385,399,399,395,366
spring,4431,4731,4787,4941,4976,4724
tapestry,2800,3221,3334,3340,3438,3310
finagle-future-pool,1756,1833,1858,1848,1855,1858
nodejs-mongodb-raw,4388,3546,4703,4878,4785,4902
finagle,1871,1916,1895,1907,1903,1906
lift-stateless,603,608,605,622,626,623
nodejs-mysql-raw,2413,2469,2454,2430,2448,2455
cowboy,2759,3658,3824,3905,3940,3814
snap,2689,2519,2364,2738,2653,2533
cake,232,234,232,231,229,215
gemini,7584,8889,9169,9245,9140,8760
django,367,425,369,423,494,501
compojure,3754,3991,4225,4376,4386,4173
express-mongodb,2197,2814,2922,2953,2907,2913
grails,2483,2515,2517,2522,2408,2113
express-mysql,1164,1470,1586,1628,1611,1496
nodejs-mongodb,3105,3231,3262,3336,3289,3298
play,1053,1122,1178,1288,1288,1311
php,612,624,624,613,594,566
nodejs-mysql,1197,1299,1749,1730,1663,1690
elli,2873,4134,4246,4236,4194,4084
php-raw,2943,3021,2979,2967,2887,2868
scalatra-raw,5038,5536,5676,5843,5774,5532
lithium,293,297,298,294,282,264
rails-jruby,713,708,688,679,662,621
rails-ruby,678,679,675,682,678,681
servlet-raw,6757,7938,8146,8337,8378,7431
symfony2,117,116,116,115,114,110
flask,699,698,788,819,812,809
phreeze,320,340,355,355,337,329
yesod,3079,3573,3608,3677,3678,3533
openresty,6899,8897,9241,9476,9245,8699
rails-stripped-jruby,867,848,840,817,799,756
rails-stripped-ruby,804,820,812,808,809,809
django-stripped,500,503,552,548,609,610
unfiltered,3968,4149,4273,4253,4247,4114
silex-raw,281,278,275,272,268,263
