Framework,8,16,32,64,128,256
lithium,2387,2553,2566,2569,2560,2542
silex,2164,2335,2352,2347,2333,2338
phalcon,12276,13912,14519,14437,14264,14416
symfony2,1004,1077,1075,1069,1066,1056
spring,46867,73275,87159,90786,91053,86315
openresty,57626,114975,189217,203009,202315,202633
kohana-raw,2110,2227,2209,2171,2113,2041
laravel-raw,3399,3688,3762,3737,3744,3734
play1,11457,12268,12286,12315,12384,12418
play1siena,39488,61147,67235,70694,69641,65841
fuel,1885,2034,2055,2057,2042,2042
slim,4199,4568,4653,4601,4644,4624
dropwizard,50910,84185,109016,109018,106357,97799
micromvc,10839,12306,12810,12759,12697,12703
rails-stripped-ruby,5511,6050,6040,6037,6021,5985
bottle,44256,47556,48774,48279,49236,49310
wai,49413,105414,127201,117538,116153,124351
vertx,56747,108267,124745,125002,125863,126551
webgo,38917,74481,76912,76993,77899,77476
wicket,52268,77195,77067,76362,76775,77289
go,45484,95421,172664,190015,193999,199165
sinatra-ruby,1016,1219,1199,1176,1178,1176
sinatra-jruby,2851,2817,2813,2810,2780,2713
unfiltered,39946,74265,93376,116809,142481,165824
phreeze,618,1279,1009,906,1315,1367
finagle,52994,109251,189906,226961,230731,232480
lift-stateless,18930,27173,33131,35315,37717,39072
onion,66431,112682,215766,225921,228755,230409
wsgi,18063,23056,23253,23273,23289,23251
cowboy,42037,81230,110941,113702,113830,113071
snap,16160,26494,21734,18180,17851,16426
cake,1436,1541,1553,1554,1546,1524
gemini,65131,127271,208351,221197,221501,221632
django,9727,9631,9584,9578,9609,9597
compojure,34571,63069,104800,113904,109255,101012
express,32844,39774,42268,44102,45746,45319
grails,23601,30645,31752,31958,31597,31109
nodejs,43148,56810,66984,70341,72342,72434
servlet,67351,123420,205530,221120,211674,208522
play,18545,26903,27518,27578,26907,26645
kelp,11113,12691,12827,13055,13213,13154
dancer,5957,6681,6644,6644,6650,6643
ringojs-convinient,16934,25537,31472,35219,36293,35468
ringojs,18392,30145,38573,44117,45843,45309
spark,62266,116659,201322,221533,211249,209345
netty,56410,109397,203297,214234,217383,219202
kohana,3342,3630,3686,3670,3680,3606
mojolicious,3948,4376,4359,4362,4356,4287
rack-ruby,31391,44501,51256,54625,55809,57197
php,25520,34683,38212,37507,37324,38026
elli,30980,92448,147024,155520,157542,158215
grizzly-jersey,38991,92257,122143,134377,140117,146043
rack-jruby,23129,28767,30108,30122,29604,28121
laravel,2025,2166,2148,2125,2068,2059
rails-jruby,4268,4049,3941,3702,3270,2575
rails-ruby,4229,4627,4614,4618,4601,4578
django-stripped,22701,22872,22783,23030,23071,23039
play-scala,23368,37924,41125,40989,40839,40854
flask,18359,18497,18637,18496,18505,18496
tapestry,47691,81695,109251,113147,112477,104587
yesod,46130,89255,104570,94006,97716,98323
http-kit,36566,57621,85010,109848,122313,134974
rails-stripped-jruby,5274,5139,4967,4659,4062,3026
tornado,11053,12403,13064,13861,14406,14575
scalatra,46793,73839,88064,91360,92288,88283
codeigniter,3476,3953,4211,4225,4191,4180
scalatra-raw,47591,74552,89605,92407,93047,88730
